股票代码-0,股票名称-1,限价单最大下单量-16,限价单最小下单量-17,最小变动价位-18,创建日-19,昨日收盘价-2,上市日-20,到期日-21,昨日结算-3,合约在RZRK的代码-32,合约在交易所的代码-33,利息额-35,除权除息-36,停牌-37,昨日持仓-4,涨停价-5,投资者适当性管理分类-50,最小回购天数-52,跌停价-6,总股本-7,流通盘-8,合约数量乘数-9,股票-S
161820, \94f6\534e\7eaf\503a, 0L, 0L,0.001, ,1.072,20120905, ,1.091,161820,161820,0, N,0,0,1.179,0,0,0.965, 1662936271L, 4984714L,1,161820,
161823, \94f6\534e\6c38\5174, 0L, 0L,0.001, ,1.051,20160217, ,1.059,161823,161823,0, N,0,0,1.156,0,0,0.946, 204543292L, 124834L,1,161823,
161825, 800\5206\7ea7, 0L, 0L,0.001, ,0.815,20131211, ,0.815,161825,161825,0, N,0,0,1.1,0,0,0.9, 992850L, 992850L,1,161825,
161826, \4e2d\8bc1\8f6c\503a, 0L, 0L,0.001, ,0.981,20130828, ,0.981,161826,161826,0, N,0,0,1.1,0,0,0.9, 7990533L, 7990533L,1,161826,
161831, \6052\751f\4e2d\4f01, 0L, 0L,0.001, ,0.963,20150413, ,0.9698,161831,161831,0, N,0,0,1.059,0,0,0.867, 3484193342L, 104409296L,1,161831,
161834, \94f6\534e\946b\9510, 0L, 0L,0.001, ,0.726,20160923, ,0.831,161834,161834,0, N,0,0,0.799,0,0,0.653, 1622371621L, 840681791L,1,161834,
161835, \94f6\534e\60e0\4e30, 0L, 0L,0.001, ,1.014,20170619, ,1.0373,161835,161835,0, N,0,0,1.115,0,0,0.913, 204440935L, 17984557L,1,161835,
161903, \4e07\5bb6\4f18\9009, 0L, 0L,0.001, ,0.713,20050815, ,0.7303,161903,161903,0, N,0,0,0.784,0,0,0.642, 156750884L, 10310716L,1,161903,
161907, \4e07\5bb6\7ea2\5229, 0L, 0L,0.001, ,1.516,20110615, ,1.5363,161907,161907,0, N,0,0,1.668,0,0,1.364, 28335061L, 2249897L,1,161907,
161908, \4e07\5bb6\6dfb\5229, 0L, 0L,0.001, ,0.869,20140616, ,0.9144,161908,161908,0, N,0,0,0.956,0,0,0.782, 50713190L, 2904084L,1,161908,
161910, \6210\957f\5206\7ea7, 0L, 0L,0.001, ,0.7478,20121012, ,0.7478,161910,161910,0, N,0,0,1.1,0,0,0.9, 16224239L, 16224239L,1,161910,
161911, \4e07\5bb6\5f3a\503a, 0L, 0L,0.001, ,0.984,20130801, ,1.0188,161911,161911,0, N,0,0,1.082,0,0,0.886, 311794714L, 212846523L,1,161911,
162006, \957f\57ce\4e45\5bcc, 0L, 0L,0.001, ,1.156,20070518, ,1.1515,162006,162006,0, N,0,0,1.272,0,0,1.04, 665560487L, 49780086L,1,162006,
162010, \957f\57ce\4e45\5146, 0L, 0L,0.001, ,0.92,20120221, ,0.92,162010,162010,0, N,0,0,1.1,0,0,0.9, 1572792L, 1572792L,1,162010,
162105, \6301\4e45\589e\5229, 0L, 0L,0.001, ,1.047,20150320, ,1.0488,162105,162105,0, N,0,0,1.152,0,0,0.942, 49974595L, 531850L,1,162105,
162107, \91d1\9e70\91cf\5316, 0L, 0L,0.001, ,0.7229,20120703, ,0.7229,162107,162107,0, N,0,0,1.1,0,0,0.9, 17879015L, 2557211L,1,162107,
162108, \5143\76db\503a\5238, 0L, 0L,0.001, ,1.139,20150520, ,1.138,162108,162108,0, N,0,0,1.253,0,0,1.025, 29519894L, 17628168L,1,162108,
162207, \6cf0\8fbe\6548\7387, 0L, 0L,0.001, ,1.239,20060721, ,1.2369,162207,162207,0, N,0,0,1.363,0,0,1.115, 689814646L, 29703693L,1,162207,
162215, \6cf0\8fbe\805a\5229, 0L, 0L,0.001, ,0.965,20160525, ,0.973,162215,162215,0, N,0,0,1.062,0,0,0.869, 118149659L, 100501156L,1,162215,
162216, \6cf0\8fbe500, 0L, 0L,0.001, ,0.8925,20111222, ,0.8925,162216,162216,0, N,0,0,1.1,0,0,0.9, 1712216L, 1712216L,1,162216,
162307, \6d77\5bcc100, 0L, 0L,0.001, ,1.176,20100108, ,1.186,162307,162307,0, N,0,0,1.294,0,0,1.058, 72913766L, 2267596L,1,162307,
162411, \534e\5b9d\6cb9\6c14, 0L, 0L,0.001, ,0.711,20120608, ,0.707,162411,162411,0, N,0,0,0.782,0,0,0.64, 2964046796L, 1268967456L,1,162411,
162412, \533b\7597\5206\7ea7, 0L, 0L,0.001, ,0.997,20150608, ,0.997,162412,162412,0, N,0,0,1.1,0,0,0.9, 36063637L, 36063637L,1,162412,
162413, 1000\5206\7ea7, 0L, 0L,0.001, ,0.8574,20150616, ,0.8574,162413,162413,0, N,0,0,1.1,0,0,0.9, 763951L, 763951L,1,162413,
162414, \65b0\673a\9047, 0L, 0L,0.001, ,1.147,20150701, ,1.1468,162414,162414,0, N,0,0,1.262,0,0,1.032, 87826927L, 955814L,1,162414,
162415, \7f8e\56fd\6d88\8d39, 0L, 0L,0.001, ,1.495,20160406, ,1.443,162415,162415,0, N,0,0,1.645,0,0,1.346, 164018527L, 5536516L,1,162415,
162416, \9999\6e2f\672c\5730, 0L, 0L,0.001, ,1.006,20180418, ,1.0183,162416,162416,0, N,0,0,1.107,0,0,0.905, 45119505L, 22384179L,1,162416,
162509, \53cc\79a7100, 0L, 0L,0.001, ,1.207,20100618, ,1.207,162509,162509,0, N,0,0,1.1,0,0,0.9, 17105852L, 17105852L,1,162509,
162510, \56fd\5b89\53cc\529b, 0L, 0L,0.001, ,0.887,20150520, ,0.883,162510,162510,0, N,0,0,0.976,0,0,0.798, 13736996L, 7351222L,1,162510,
162511, \56fd\5b89\53cc\4f73, 0L, 0L,0.001, ,0.957,20150612, ,0.957,162511,162511,0, N,0,0,1.1,0,0,0.9, 1279952311L, 102086892L,1,162511,
162605, \666f\987a\9f0e\76ca, 0L, 0L,0.001, ,1.349,20050525, ,1.351,162605,162605,0, N,0,0,1.484,0,0,1.214, 2802739891L, 164354108L,1,162605,
162607, \666f\987a\8d44\6e90, 0L, 0L,0.001, ,0.479,20060407, ,0.483,162607,162607,0, N,0,0,0.527,0,0,0.431, 4777680710L, 94249256L,1,162607,
162703, \5e7f\53d1\5c0f\76d8, 0L, 0L,0.001, ,1.325,20050429, ,1.3353,162703,162703,0, N,0,0,1.458,0,0,1.193, 1837915879L, 53394221L,1,162703,
162711, \5e7f\53d1500L, 0L, 0L,0.001, ,1.123,20100108, ,1.1253,162711,162711,0, N,0,0,1.235,0,0,1.011, 940132649L, 19916747L,1,162711,
162712, \5e7f\53d1\805a\5229, 0L, 0L,0.001, ,1.469,20111027, ,1.473,162712,162712,0, N,0,0,1.616,0,0,1.322, 448723296L, 7121974L,1,162712,
162714, \6df1100\57fa, 0L, 0L,0.001, ,1.0483,20120612, ,1.0483,162714,162714,0, N,0,0,1.1,0,0,0.9, 1299056L, 1299056L,1,162714,
162715, \5e7f\53d1\805a\6e90, 0L, 0L,0.001, ,1.147,20130710, ,1.129,162715,162715,0, N,0,0,1.262,0,0,1.032, 745771852L, 717132L,1,162715,
162717, \518d\878d\8d44, 0L, 0L,0.001, ,0.954,20161229, ,0.918,162717,162717,0, N,0,0,1.049,0,0,0.859, 144058429L, 15003121L,1,162717,
162718, \5e7f\53d1\946b\745e, 0L, 0L,0.001, ,0.955,20170324, ,0,162718,162718,0, N,0,0,1.051,0,0,0.86, 213936709L, 48377879L,1,162718,
162719, \5e7f\53d1\77f3\6cb9, 0L, 0L,0.001, ,1.185,20170317, ,1.1856,162719,162719,0, N,0,0,1.304,0,0,1.067, 34406720L, 11537155L,1,162719,
162907, \6cf0\4fe1400, 0L, 0L,0.001, ,0.986,20120921, ,0.986,162907,162907,0, N,0,0,1.1,0,0,0.9, 322412L, 322412L,1,162907,
163001, \957f\4fe1\533b\7597, 0L, 0L,0.001, ,1.052,20100416, ,1.043,163001,163001,0, N,0,0,1.157,0,0,0.947, 93343600L, 3142815L,1,163001,
163003, \957f\4fe1\5229\946b, 0L, 0L,0.001, ,0.638,20160722, ,0.6411,163003,163003,0, N,0,0,0.702,0,0,0.574, 32584774L, 12297322L,1,163003,
163005, \957f\4fe1\5229\4f17, 0L, 0L,0.001, ,0.857,20160316, ,0.8347,163005,163005,0, N,0,0,0.943,0,0,0.771, 257895291L, 944734L,1,163005,
163109, \7533\4e07\6df1\6210, 0L, 0L,0.001, ,0.5038,20101108, ,0.5038,163109,163109,0, N,0,0,1.1,0,0,0.9, 270258272L, 270258272L,1,163109,
163110, \7533\4e07\91cf\5316, 0L, 0L,0.001, ,1.72,20110801, ,1.7321,163110,163110,0, N,0,0,1.892,0,0,1.548, 1144176669L, 21287945L,1,163110,
163111, \7533\4e07\4e2d\5c0f, 0L, 0L,0.001, ,0.98,20170526, ,0.9891,163111,163111,0, N,0,0,1.078,0,0,0.882, 138808552L, 50222895L,1,163111,
163113, \7533\4e07\8bc1\5238, 0L, 0L,0.001, ,0.7413,20140331, ,0.7413,163113,163113,0, N,0,0,1.1,0,0,0.9, 193154951L, 193154951L,1,163113,
163114, \7533\4e07\73af\4fdd, 0L, 0L,0.001, ,0.692,20140616, ,0.692,163114,163114,0, N,0,0,1.1,0,0,0.9, 131845814L, 131845814L,1,163114,
163115, \7533\4e07\519b\5de5, 0L, 0L,0.001, ,0.9912,20140811, ,0.9912,163115,163115,0, N,0,0,1.1,0,0,0.9, 27218249L, 27218249L,1,163115,
163116, \7533\4e07\7535\5b50, 0L, 0L,0.001, ,0.9631,20150528, ,0.9631,163116,163116,0, N,0,0,1.1,0,0,0.9, 15145787L, 15145787L,1,163116,
163117, \7533\4e07\4f20\5a92, 0L, 0L,0.001, ,0.7476,20150610, ,0.7476,163117,163117,0, N,0,0,1.1,0,0,0.9, 9057473L, 9057473L,1,163117,
163118, \533b\836f\751f\7269, 0L, 0L,0.001, ,0.9902,20150708, ,0.9902,163118,163118,0, N,0,0,1.1,0,0,0.9, 58768577L, 58768577L,1,163118,
163119, \7533\4e07\5065\5eb7, 0L, 0L,0.001, ,0.835,20161101, ,0.8401,163119,163119,0, N,0,0,0.919,0,0,0.752, 68400541L, 4300361L,1,163119,
163208, \8bfa\5b89\6cb9\6c14, 0L, 0L,0.001, ,0.961,20150217, ,0.975,163208,163208,0, N,0,0,1.057,0,0,0.865, 121871074L, 4314229L,1,163208,
163209, \8bfa\5b89\4e2d\521b, 0L, 0L,0.001, ,0.847,20120427, ,0.847,163209,163209,0, N,0,0,1.1,0,0,0.9, 1127668L, 1127668L,1,163209,
163210, \8bfa\5b89\7eaf\503a, 0L, 0L,0.001, ,1.069,20130624, ,1.101,163210,163210,0, N,0,0,1.176,0,0,0.962, 349752442L, 105297576L,1,163210,
163302, \5927\6469\8d44\6e90, 0L, 0L,0.001, ,1.215,20070705, ,1.2033,163302,163302,0, N,0,0,1.337,0,0,1.094, 583318766L, 12634773L,1,163302,
163402, \5174\5168\8d8b\52bf, 0L, 0L,0.001, ,0.857,20060119, ,0.8598,163402,163402,0, N,0,0,0.943,0,0,0.771, 14770156410L, 592893961L,1,163402,
163406, \5174\5168\5408\6da6, 0L, 0L,0.001, ,1.226,20100524, ,1.226,163406,163406,0, N,0,0,1.1,0,0,0.9, 5458547L, 5458547L,1,163406,
163407, \5174\5168300, 0L, 0L,0.001, ,1.693,20110119, ,1.6993,163407,163407,0, N,0,0,1.862,0,0,1.524, 953114635L, 20873142L,1,163407,
163409, \5174\5168\7eff\8272, 0L, 0L,0.001, ,1.389,20110707, ,1.394,163409,163409,0, N,0,0,1.528,0,0,1.25, 310572765L, 16774668L,1,163409,
163412, \5174\5168\8f7b\8d44, 0L, 0L,0.001, ,3.042,20120531, ,3.052,163412,163412,0, N,0,0,3.346,0,0,2.738, 1764532668L, 99396138L,1,163412,
163415, \5174\5168\6a21\5f0f, 0L, 0L,0.001, ,1.574,20130201, ,1.562,163415,163415,0, N,0,0,1.731,0,0,1.417, 849379984L, 24492634L,1,163415,
163417, \5174\5168\5408\5b9c, 0L, 0L,0.001, ,0.857,20180423, ,0.928,163417,163417,0, N,0,0,0.943,0,0,0.771, 32699592445L, 8693038119L,1,163417,
163503, \5929\6cbb\6838\5fc3, 0L, 0L,0.001, ,0.427,20070730, ,0.4268,163503,163503,0, N,0,0,0.47,0,0,0.384, 1145329019L, 109353873L,1,163503,
163801, \4e2d\94f6\4e2d\56fd, 0L, 0L,0.001, ,1.371,20050223, ,1.3501,163801,163801,0, N,0,0,1.508,0,0,1.234, 1001181916L, 31208606L,1,163801,
163803, \4e2d\94f6\589e\957f, 0L, 0L,0.001, ,0.3698,20060418, ,0.3698,163803,163803,0, N,0,0,1.1,0,0,0.9, 5955312L, 5955312L,1,163803,
163804, \4e2d\94f6\6536\76ca, 0L, 0L,0.001, ,1.3458,20061016, ,1.3458,163804,163804,0, N,0,0,1.1,0,0,0.9, 3823712L, 3823712L,1,163804,
163805, \4e2d\94f6\7b56\7565, 0L, 0L,0.001, ,1.0472,20080508, ,1.0472,163805,163805,0, N,0,0,1.1,0,0,0.9, 2368675L, 2368675L,1,163805,
163806, \4e2d\94f6\589e\5229, 0L, 0L,0.001, ,1.069,20081215, ,1.069,163806,163806,0, N,0,0,1.1,0,0,0.9, 224742L, 224742L,1,163806,
163807, \4e2d\94f6\4f18\9009, 0L, 0L,0.001, ,1.0665,20090508, ,1.0665,163807,163807,0, N,0,0,1.1,0,0,0.9, 303066L, 303066L,1,163807,
163808, \4e2d\94f6100, 0L, 0L,0.001, ,1.254,20091012, ,1.254,163808,163808,0, N,0,0,1.1,0,0,0.9, 825691L, 825691L,1,163808,
163809, \4e2d\94f6\84dd\7b79, 0L, 0L,0.001, ,1.373,20100402, ,1.373,163809,163809,0, N,0,0,1.1,0,0,0.9, 523838L, 523838L,1,163809,
163810, \4e2d\94f6\4ef7\503c, 0L, 0L,0.001, ,1.507,20101020, ,1.507,163810,163810,0, N,0,0,1.1,0,0,0.9, 326846L, 326846L,1,163810,
163819, \4e2d\94f6\4fe1\7528, 0L, 0L,0.001, ,1.089,20120718, ,1.052,163819,163819,0, N,0,0,1.198,0,0,0.98, 1694622201L, 167896482L,1,163819,
163821, \4e2d\94f6300E, 0L, 0L,0.001, ,1.265,20120713, ,1.276,163821,163821,0, N,0,0,1.392,0,0,1.139, 23036754L, 432941L,1,163821,
163824, \4e2d\94f6\76db\5229, 0L, 0L,0.001, ,1.027,20131104, ,1.033,163824,163824,0, N,0,0,1.13,0,0,0.924, 4413754012L, 6322090L,1,163824,
163827, \4e2d\94f6\4ea7\503a, 0L, 0L,0.001, ,1.024,20141218, ,0.992,163827,163827,0, N,0,0,1.126,0,0,0.922, 641602637L, 15220479L,1,163827,
163907, \4e2d\6d77\60e0\88d5, 0L, 0L,0.001, ,1.066,20160303, ,1.078,163907,163907,0, N,0,0,1.173,0,0,0.959, 490419902L, 8765609L,1,163907,
164105, \534e\5bcc\5f3a\503a, 0L, 0L,0.001, ,1.26,20101011, ,0,164105,164105,0, N,0,0,1.386,0,0,1.134, 324515844L, 24947119L,1,164105,
164206, \5929\5f18\6dfb\5229, 0L, 0L,0.001, ,1.085,20151215, ,1.086,164206,164206,0, N,0,0,1.194,0,0,0.977, 193743877L, 101235544L,1,164206,
164208, \5929\5f18\4e30\5229, 0L, 0L,0.001, ,1.173,20141203, ,1.178,164208,164208,0, N,0,0,1.29,0,0,1.056, 142854665L, 800617L,1,164208,
164210, \5929\5f18\540c\5229, 0L, 0L,0.001, ,1.025,20160930, ,1.029,164210,164210,0, N,0,0,1.128,0,0,0.923, 141230076L, 2470562L,1,164210,
164302, \65b0\534e\60e0\946b, 0L, 0L,0.001, ,0.962,20170224, ,0.98,164302,164302,0, N,0,0,1.058,0,0,0.866, 8355436L, 2058195L,1,164302,
164304, \65b0\534e\73af\4fdd, 0L, 0L,0.001, ,0.798,20141013, ,0.798,164304,164304,0, N,0,0,1.1,0,0,0.9, 14593330L, 14593330L,1,164304,
164401, \5065\5eb7\5206\7ea7, 0L, 0L,0.001, ,0.918,20150508, ,0.918,164401,164401,0, N,0,0,1.1,0,0,0.9, 6840122L, 6840122L,1,164401,
164402, \4e2d\822a\519b\5de5, 0L, 0L,0.001, ,0.964,20150420, ,0.964,164402,164402,0, N,0,0,1.1,0,0,0.9, 115760481L, 115760481L,1,164402,
164403, \519c\4e1a\7cbe\9009, 0L, 0L,0.001, ,1.022,20160815, ,1.03,164403,164403,0, N,0,0,1.124,0,0,0.92, 49903630L, 5402829L,1,164403,
164508, \56fd\5bcc100, 0L, 0L,0.001, ,0.931,20150410, ,0.931,164508,164508,0, N,0,0,1.1,0,0,0.9, 62830667L, 1492343L,1,164508,
164509, \56fd\5bcc\6052\5229, 0L, 0L,0.001, ,1.037,20170407, ,1.0446,164509,164509,0, N,0,0,1.141,0,0,0.933, 10582477L, 190869L,1,164509,
164606, \4fe1\7528\589e\5229, 0L, 0L,0.001, ,1.071,20111212, ,1.0909,164606,164606,0, N,0,0,1.178,0,0,0.964, 53800099L, 563770L,1,164606,
164701, \6dfb\5bcc\8d35\91d1, 0L, 0L,0.001, ,0.581,20120301, ,0.577,164701,164701,0, N,0,0,0.639,0,0,0.523, 287257097L, 31817021L,1,164701,
164702, \6dfb\5bcc\5b63\7ea2, 0L, 0L,0.001, ,1.014,20121025, ,1.016,164702,164702,0, N,0,0,1.115,0,0,0.913, 412848900L, 29156274L,1,164702,
164703, \6dfb\5bcc\7eaf\503a, 0L, 0L,0.001, ,0.89,20161202, ,0.84,164703,164703,0, N,0,0,0.979,0,0,0.801, 62910800L, 4889473L,1,164703,
164705, \6dfb\5bcc\6052\751f, 0L, 0L,0.001, ,1.169,20150413, ,1.199,164705,164705,0, N,0,0,1.286,0,0,1.052, 403150755L, 18324347L,1,164705,
164808, \5de5\94f6\56db\5b63, 0L, 0L,0.001, ,1.021,20110328, ,1.024,164808,164808,0, N,0,0,1.123,0,0,0.919, 806235601L, 10875269L,1,164808,
164809, \5de5\94f6500, 0L, 0L,0.001, ,1.0857,20120319, ,1.0857,164809,164809,0, N,0,0,1.1,0,0,0.9, 299205L, 299205L,1,164809,
164810, \5de5\94f6\7eaf\503a, 0L, 0L,0.001, ,1.014,20120920, ,1.014,164810,164810,0, N,0,0,1.115,0,0,0.913, 399160246L, 7536240L,1,164810,
164811, \4eac\6d25\5180, 0L, 0L,0.001, ,0,20121105, ,0,164811,164811,0, N,0,0,1.1,0,0,0.9, 32411225L, 11389511L,1,164811,
164814, \5de5\94f6\53cc\503a, 0L, 0L,0.001, ,0.96,20131223, ,0.977,164814,164814,0, N,0,0,1.056,0,0,0.864, 62668437L, 2286440L,1,164814,
164818, \4f20\5a92\6bcd\57fa, 0L, 0L,0.001, ,1.0174,20150529, ,1.0174,164818,164818,0, N,0,0,1.1,0,0,0.9, 15343170L, 15343170L,1,164818,
164819, \73af\4fdd\6bcd\57fa, 0L, 0L,0.001, ,0.8509,20150727, ,0.8509,164819,164819,0, N,0,0,1.1,0,0,0.9, 2823244L, 2823244L,1,164819,
164820, \9ad8\94c1\6bcd\57fa, 0L, 0L,0.001, ,0.6762,20150805, ,0.6762,164820,164820,0, N,0,0,1.1,0,0,0.9, 1264616L, 1264616L,1,164820,
164821, \65b0\80fd\6bcd\57fa, 0L, 0L,0.001, ,0.857,20150803, ,0.857,164821,164821,0, N,0,0,1.1,0,0,0.9, 2122323L, 2122323L,1,164821,
164902, \4ea4\94f6\6dfb\5229, 0L, 0L,0.001, ,1.422,20110420, ,1.434,164902,164902,0, N,0,0,1.564,0,0,1.28, 134351457L, 2159583L,1,164902,
164905, \4ea4\94f6\65b0\80fd, 0L, 0L,0.001, ,0.996,20150409, ,0.996,164905,164905,0, N,0,0,1.1,0,0,0.9, 22558418L, 22558418L,1,164905,
164906, \4e2d\56fd\4e92\8054, 0L, 0L,0.001, ,1.471,20150710, ,1.462,164906,164906,0, N,0,0,1.618,0,0,1.324, 840891384L, 101867770L,1,164906,
164907, E\91d1\878d, 0L, 0L,0.001, ,0.787,20150709, ,0.787,164907,164907,0, N,0,0,1.1,0,0,0.9, 2116012L, 2116012L,1,164907,
164908, \73af\5883\6cbb\7406, 0L, 0L,0.001, ,0.614,20150820, ,0.614,164908,164908,0, N,0,0,1.1,0,0,0.9, 153351076L, 3217173L,1,164908,
165309, \5efa\4fe1300, 0L, 0L,0.001, ,1.096,20091130, ,1.1061,165309,165309,0, N,0,0,1.206,0,0,0.986, 446494865L, 3766353L,1,165309,
165310, \5efa\4fe1\53cc\5229, 0L, 0L,0.001, ,1.478,20110608, ,1.478,165310,165310,0, N,0,0,1.1,0,0,0.9, 781090L, 781090L,1,165310,
165311, \5efa\4fe1\4fe1\7528, 0L, 0L,0.001, ,1.27,20110909, ,1.286,165311,165311,0, N,0,0,1.397,0,0,1.143, 32465951L, 610064L,1,165311,
165312, \5efa\4fe150, 0L, 0L,0.001, ,0.8848,20130520, ,0.8848,165312,165312,0, N,0,0,1.1,0,0,0.9, 22814589L, 22814589L,1,165312,
165313, \5efa\4fe1\4f18\52bf, 0L, 0L,0.001, ,1.277,20130403, ,1.292,165313,165313,0, N,0,0,1.405,0,0,1.149, 271581066L, 59691655L,1,165313,
165315, \7f51\91d1\878d, 0L, 0L,0.001, ,0.9314,20150810, ,0.9314,165315,165315,0, N,0,0,1.1,0,0,0.9, 23048611L, 23048611L,1,165315,
165317, \5efa\4fe1\4e30\88d5, 0L, 0L,0.001, ,0.891,20171013, ,0.9127,165317,165317,0, N,0,0,0.98,0,0,0.802, 640857885L, 2349461L,1,165317,
165508, \4fe1\8bda\6df1\5ea6, 0L, 0L,0.001, ,1.592,20100920, ,1.59,165508,165508,0, N,0,0,1.751,0,0,1.433, 32152902L, 938613L,1,165508,
165509, \4fe1\8bda\589e\5f3a, 0L, 0L,0.001, ,1.1,20101108, ,1.106,165509,165509,0, N,0,0,1.21,0,0,0.99, 18991848L, 2914412L,1,165509,
165510, \4fe1\8bda\56db\56fd, 0L, 0L,0.001, ,0.763,20110120, ,0.758,165510,165510,0, N,0,0,0.839,0,0,0.687, 14565114L, 2247913L,1,165510,
165511, \4fe1\8bda500, 0L, 0L,0.001, ,1.069,20110314, ,1.069,165511,165511,0, N,0,0,1.1,0,0,0.9, 14640759L, 14640759L,1,165511,
165512, \4fe1\8bda\673a\9047, 0L, 0L,0.001, ,2.026,20110916, ,2.048,165512,165512,0, N,0,0,2.229,0,0,1.823, 535313951L, 283090L,1,165512,
165513, \4fe1\8bda\5546\54c1, 0L, 0L,0.001, ,0.472,20120113, ,0.473,165513,165513,0, N,0,0,0.519,0,0,0.425, 61088631L, 46562191L,1,165513,
165515, \4fe1\8bda300, 0L, 0L,0.001, ,0.825,20120217, ,0.825,165515,165515,0, N,0,0,1.1,0,0,0.9, 47837098L, 47837098L,1,165515,
165516, \4fe1\8bda\5468\671f, 0L, 0L,0.001, ,1.852,20121105, ,1.85,165516,165516,0, N,0,0,2.037,0,0,1.667, 234418836L, 1693368L,1,165516,
165517, \4fe1\8bda\53cc\76c8, 0L, 0L,0.001, ,0.775,20150423, ,0.78,165517,165517,0, N,0,0,0.853,0,0,0.698, 2852770393L, 5028652L,1,165517,
165519, \4fe1\8bda\533b\836f, 0L, 0L,0.001, ,0.992,20130906, ,0.992,165519,165519,0, N,0,0,1.1,0,0,0.9, 10242236L, 10242236L,1,165519,
165520, \4fe1\8bda\6709\8272, 0L, 0L,0.001, ,0.951,20130918, ,0.951,165520,165520,0, N,0,0,1.1,0,0,0.9, 8677772L, 8677772L,1,165520,
165521, \4fe1\8bda\91d1\878d, 0L, 0L,0.001, ,0.889,20140122, ,0.889,165521,165521,0, N,0,0,1.1,0,0,0.9, 15251951L, 15251951L,1,165521,
165522, \4fe1\8bdaTMT, 0L, 0L,0.001, ,1.027,20141222, ,1.027,165522,165522,0, N,0,0,1.1,0,0,0.9, 17536844L, 17536844L,1,165522,
165523, \4fe1\606f\5b89\5168, 0L, 0L,0.001, ,0.715,20150713, ,0.715,165523,165523,0, N,0,0,1.1,0,0,0.9, 4790084L, 4790084L,1,165523,
165524, \667a\80fd\5bb6\5c45, 0L, 0L,0.001, ,0.703,20150713, ,0.703,165524,165524,0, N,0,0,1.1,0,0,0.9, 9093574L, 9093574L,1,165524,
165525, \57fa\5efa\5de5\7a0b, 0L, 0L,0.001, ,0.808,20161209, ,0.802,165525,165525,0, N,0,0,0.889,0,0,0.727, 103724769L, 13529533L,1,165525,
165526, \4fe1\8bda\65b0\65fa, 0L, 0L,0.001, ,1.157,20150924, ,1.157,165526,165526,0, N,0,0,1.1,0,0,0.9, 583798L, 44000L,1,165526,
165528, \4fe1\8bda\9f0e\5229, 0L, 0L,0.001, ,0.908,20160831, ,0.905,165528,165528,0, N,0,0,0.999,0,0,0.817, 306931239L, 81767717L,1,165528,
165530, \4fe1\8bda\60e0\6cfd, 0L, 0L,0.001, ,0,20180312, ,0,165530,165530,0, N,0,0,1.1,0,0,0.9, 1500220989L, 14000L,1,165530,
165531, \4fe1\8bda\7b56\7565, 0L, 0L,0.001, ,0.9415,20171011, ,0.9415,165531,165531,0, N,0,0,1.1,0,0,0.9, 85986003L, 2887897L,1,165531,
165705, \8bfa\5fb7\53cc\7ffc, 0L, 0L,0.001, ,0.938,20150320, ,0.944,165705,165705,0, N,0,0,1.032,0,0,0.844, 4752184L, 656909L,1,165705,
165707, \8bfa\5fb7S300, 0L, 0L,0.001, ,0.857,20120924, ,0.857,165707,165707,0, N,0,0,1.1,0,0,0.9, 360615L, 360615L,1,165707,
165807, \4e1c\5434\9f0e\5229, 0L, 0L,0.001, ,1.052,20160520, ,1.008,165807,165807,0, N,0,0,1.157,0,0,0.947, 42791071L, 4185517L,1,165807,
165809, \4e1c\5434\8f6c\503a, 0L, 0L,0.001, ,0.985,20140606, ,0.985,165809,165809,0, N,0,0,1.1,0,0,0.9, 6952380L, 6952380L,1,165809,
166001, \4e2d\6b27\8d8b\52bf, 0L, 0L,0.001, ,1.049,20070423, ,1.0512,166001,166001,0, N,0,0,1.154,0,0,0.944, 2268940326L, 31257313L,1,166001,
166002, \4e2d\6b27\84dd\7b79, 0L, 0L,0.001, ,1.1857,20081020, ,1.1857,166002,166002,0, N,0,0,1.1,0,0,0.9, 1804513L, 1804513L,1,166002,
166003, \4e2d\6b27\7a33A, 0L, 0L,0.001, ,1.0941,20090430, ,1.0941,166003,166003,0, N,0,0,1.1,0,0,0.9, 3000L, 3000L,1,166003,
166004, \4e2d\6b27\7a33C, 0L, 0L,0.001, ,1.0835,20090430, ,1.0835,166004,166004,0, N,0,0,1.1,0,0,0.9, 135971L, 135971L,1,166004,
166005, \4e2d\6b27\4ef7\503c, 0L, 0L,0.001, ,1.9492,20091023, ,1.9492,166005,166005,0, N,0,0,1.1,0,0,0.9, 2350861L, 2350861L,1,166005,
166006, \4e2d\6b27\6210\957f, 0L, 0L,0.001, ,1.088,20100326, ,1.0878,166006,166006,0, N,0,0,1.197,0,0,0.979, 5868201924L, 18024008L,1,166006,
166007, \4e2d\6b27300, 0L, 0L,0.001, ,1.249,20100816, ,1.2819,166007,166007,0, N,0,0,1.374,0,0,1.124, 111466660L, 619145L,1,166007,
166008, \4e2d\6b27\5f3a\503a, 0L, 0L,0.001, ,1.05,20110218, ,1.0563,166008,166008,0, N,0,0,1.155,0,0,0.945, 778108946L, 8068974L,1,166008,
166009, \4e2d\6b27\52a8\529b, 0L, 0L,0.001, ,1.585,20110429, ,1.5665,166009,166009,0, N,0,0,1.744,0,0,1.427, 489042449L, 3333333L,1,166009,
166011, \4e2d\6b27\76db\4e16, 0L, 0L,0.001, ,1.15,20150421, ,1.1569,166011,166011,0, N,0,0,1.265,0,0,1.035, 547130578L, 8070887L,1,166011,
